text,label
"What IVD products are eligible for the abridged assessment pathway?",medical
"We have conducted performance studies for our kit as per national regulatory authority requirements. Do we have to repeat these studies for the EUL if they do not completely align with WHO EUL instructions?",medical
"What is the relationship between the performance studies such as the study organized by FIND and the EUL?",medical
"Does the EUL expression of interest include multiplex NAT assays which detect other respiratory pathogens in addition to SARS-CoV-2?",medical
"I am developing a SARS-CoV-2 assay and preparing to submit to the EUL. What instructions should I follow?",medical
"I am submitting a RT-PCR kit to detect SARS-CoV-2 nucleic acid, do I have to include the extraction step in my validation studies?",medical
"Do I need to provide detailed information regarding specimen collection and storage?",medical
"I cannot get access to the full list of organisms that are required for NAT assay cross- reactivity studies. Can WHO source these specimens or conduct testing on our behalf?",medical
"In our clinical evidence studies, we have not used a comparator assay that is recommended in your instructions document. Do we have to repeat the clinical studies?",medical
"What happened at Chernobyl?",medical
"What were the main radionuclides to which people were exposed?",medical
"What levels of exposure did people experience?",medical
"What were the impacts on health from Chernobyl?",medical
"What is the current health risk to people residing in contaminated areas?",medical
"What are some of the actions taken by the World Health Organization?",medical
"What is WHO's relationship with the IAEA?",medical
"What have been the wider impacts of the Chernobyl accident?",medical
"What are other sources of information about Chernobyl?",medical
"What is the current risk of radiation-related health problems in Japan for those residing near the reactor in comparison to those in other parts of Japan?",medical
"Is there a risk of radioactive exposure from food contamination?",medical
"Are there health risks to people living outside of Japan from radiation emitted into the atmosphere from damaged Japanese nuclear power plants?",medical
"What is ionizing radiation?",medical
"Are people normally exposed to ionizing radiation?",medical
"How are people exposed to ionizing radiation?",medical
"What type of radiation exposure could occur in a nuclear power plant accident?",medical
"What is the WHO travel advice for Japan?",medical
"Do travellers returning from Japan represent a health risk for others?",medical
"What are the acute health effects of radiation exposure?",medical
"What long-term effects can be expected from radiation exposure?",medical
"Does radiation exposure pose a risk to foetuses?",medical
"What emotional impact can a nuclear accident have on children? How can they be assisted?",medical
"Which public health actions are most important to take?",medical
"How can I protect myself?",medical
"If I have been exposed to radioactive material released into the environment, what should I do?",medical
"When people are advised to stay indoors, what does this mean?",medical
"What are potassium iodide pills?",medical
"When and why should I take potassium iodide?",medical
"Should I take iodized salt to protect myself from radiation?",medical
"Can I take other forms of iodine?",medical
"Can pregnant women take potassium iodide pills?",medical
"What are the recommendations for breastfeeding women regarding potassium iodide?",medical
"Can food produced in other countries be affected by the events in Japan?",medical
"What are the potential health effects of consuming contaminated food?",medical
"Is all food production in Japan affected by the nuclear emergency?",medical
"What impact will this have on food and food production in Japan?",medical
"How do food products become radioactive?",medical
"Why is food affected in areas beyond the evacuation zone?",medical
"Are there rules for radioactivity in foods for international trade?",medical
"What actions are being taken to monitor the safety of food from Japan?",medical
"What general advice can be given to food consumers and producers in the event of a nuclear emergency?",medical
"Can I drink the tap water in Japan?",medical
"Can radioactive contamination be removed from water?",medical
"Why do the guidance levels for radioactive Iodine-131 in drinking water vary?",medical
"What is WHO's role in nuclear emergencies?",medical
"Can mothers living with HIV breastfeed their children in the same way as mothers without HIV?",medical
